ID,length,locus_tag,assembly,accession,start,end,strand,taxid,feature,gene,product,protein_id,context,superkingdom,phylum,class,order,family,genus,species,replicon_type,replicon_name
AB000SARBY,199,E4K62_RS09865,GCF004564355.1,NZ_CP038266.1,2060212,2060812,-1,2541726,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_135066899.1,AB000SARBZ;AB000SARC0;AB000SARC1;AB000SARC2;AB000SARC3;AB000SARC4;AB000SARC5;AB000SARC6;AB000SARC7;AB000SARC8;AB000SARC9;AB000SARBX;AB000SARBW;AB000SARBV;AB000SARBU;AB000SARBT;AB000SARBS;AB000SARBR;AB000SARBQ;AB000SARBP,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium wangchenii,main,main
AB000HTZ94,213,CIK06_RS22270,GCF002285795.1,NZ_CP022961.1,5186555,5187197,-1,2024580,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_095566442.1,AB000HTZ95;AB000HTZ96;AB000HTZ97;AB000HTZ98;AB000HTZ99;AB000HTZ9A;AB000HTZ9B;AB000HTZ9C;AB000HTZ9D;AB000HTZ9E;AB000HTZ9F;AB000HTZ93;AB000HTZ92;AB000HTZ91;AB000HTZ90;AB000HTZ8Z;AB000HTZ8Y;AB000HTZ8X;AB000HTZ8W,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Plantactinospora,Plantactinospora sp. KBS50,main,main
AB000D7R00,194,BJP65_RS00535,GCF001792815.1,NZ_CP017674.1,96368,96953,1,1906742,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_055836866.1,AB000D7R01;AB000D7R02;AB000D7R03;AB000D7R04;AB000D7R05;AB000D7R06;AB000D7R07;AB000D7R08;AB000D7R09;AB000D7QZZ;AB000D7QZY;AB000D7QZX;AB000D7QZW;AB000D7QZV;AB000D7QZU;AB000D7QZT;AB000D7QZS;AB000D7QZR;AB000D7QZQ;AB000D7QZP;AB000D7QZO;AB000D7QZN,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. BH-3-3-3,main,main
AB0013JYD7,201,H0S67_RS16460,GCF013466985.1,NZ_CP059164.1,3341746,3342352,-1,1643322,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_180936975.1,AB0013JYD8;AB0013JYD9;AB0013JYDA;AB0013JYDB;AB0013JYDC;AB0013JYDD;AB0013JYDE;AB0013JYDF;AB0013JYDG;AB0013JYDH;AB0013JYDI;AB0013JYDJ;AB0013JYD6;AB0013JYD5;AB0013JYD4;AB0013JYD3;AB0013JYD2;AB0013JYD1;AB0013JYD0;AB0013JYCZ;AB0013JYCY,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides ungokensis,main,main
AB0005MMNJ,202,AFR_RS38055,GCF000494755.1,NC_022657.1,8257562,8258171,1,1246995,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_023562161.1,AB0005MMNK;AB0005MMNL;AB0005MMNM;AB0005MMNN;AB0005MMNO;AB0005MMNP;AB0005MMNQ;AB0005MMNR;AB0005MMNS;AB0005MMNT;AB0005MMNI;AB0005MMNH;AB0005MMNG;AB0005MMNF;AB0005MMNE;AB0005MMND;AB0005MMNC;AB0005MMNB;AB0005MMNA;AB0005MMN9,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes friuliensis,main,main
AB000XUGDH,208,F1728_RS17865,GCF009720525.1,NZ_CP043930.1,4607519,4608146,1,2608982,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_145191798.1,AB000XUGDI;AB000XUGDJ;AB000XUGDK;AB000XUGDL;AB000XUGDM;AB000XUGDN;AB000XUGDO;AB000XUGDP;AB000XUGDG;AB000XUGDF;AB000XUGDE;AB000XUGDD;AB000XUGDC,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia benthica,main,main
AB0015411M,210,H6H00_RS15665,GCF014235185.1,NZ_CP060131.1,3142047,3142680,1,2761535,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_185721962.1,AB0015411N;AB0015411O;AB0015411P;AB0015411Q;AB0015411R;AB0015411S;AB0015411T;AB0015411U;AB0015411V;AB0015411W;AB0015411X;AB0015411L;AB0015411K;AB0015411J;AB0015411I;AB0015411H;AB0015411G;AB0015411F;AB0015411E;AB0015411D,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. CGMCC 4.1532,main,main
AB000ZNXBN,194,G6N58_RS30035,GCF010725885.1,NZ_AP022600.1,6248850,6249435,-1,39695,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_068917986.1,AB000ZNXBO;AB000ZNXBP;AB000ZNXBQ;AB000ZNXBR;AB000ZNXBS;AB000ZNXBT;AB000ZNXBU;AB000ZNXBV;AB000ZNXBW;AB000ZNXBM;AB000ZNXBL;AB000ZNXBK;AB000ZNXBJ;AB000ZNXBI;AB000ZNXBH;AB000ZNXBG;AB000ZNXBF;AB000ZNXBE,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium tokaiense,main,main
AB000POFI8,199,CGERO_RS08195,GCF003813985.1,NZ_CP033897.1,1763032,1763632,-1,2079234,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_123934945.1,AB000POFI9;AB000POFIA;AB000POFIB;AB000POFIC;AB000POFID;AB000POFIE;AB000POFIF;AB000POFIG;AB000POFIH;AB000POFII;AB000POFIJ;AB000POFI7;AB000POFI6;AB000POFI5;AB000POFI4;AB000POFI3;AB000POFI2;AB000POFI1;AB000POFI0,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium geronticis,main,main
AB000UNF7Y,203,FOE78_RS22770,GCF007362775.1,NZ_CP041692.1,4972161,4972773,1,2596828,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_143988288.1,AB000UNF7Z;AB000UNF80;AB000UNF81;AB000UNF82;AB000UNF83;AB000UNF84;AB000UNF85;AB000UNF86;AB000UNF7X;AB000UNF7W;AB000UNF7V;AB000UNF7U;AB000UNF7T;AB000UNF7S;AB000UNF7R;AB000UNF7Q;AB000UNF7P;AB000UNF7O,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus sp. KUDC0627,main,main
AB0004SNC6,197,GLO7428_RS11660,GCF000317555.1,NC_019745.1,2665837,2666431,1,1173026,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_015188745.1,AB0004SNC7;AB0004SNC8;AB0004SNC9;AB0004SNCA;AB0004SNCB;AB0004SNCC;AB0004SNCD;AB0004SNCE;AB0004SNCF;AB0004SNCG;AB0004SNCH;AB0004SNC5;AB0004SNC4;AB0004SNC3;AB0004SNC2;AB0004SNC1;AB0004SNC0;AB0004SNBZ;AB0004SNBY;AB0004SNBX;AB0004SNBW;AB0004SNBV;AB0004SNBU,Bacteria,Cyanobacteria,,Chroococcales,Chroococcaceae,Gloeocapsa,Gloeocapsa sp. PCC 7428,main,main
AB0016YUML,211,ACSP50_RS06310,GCF900119315.1,NZ_LT827010.1,1402367,1403003,1,134676,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_014688323.1,AB0016YUMM;AB0016YUMN;AB0016YUMO;AB0016YUMP;AB0016YUMQ;AB0016YUMR;AB0016YUMS;AB0016YUMT;AB0016YUMU;AB0016YUMK;AB0016YUMJ;AB0016YUMI;AB0016YUMH;AB0016YUMG;AB0016YUMF;AB0016YUME;AB0016YUMD;AB0016YUMC;AB0016YUMB;AB0016YUMA,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. SE50/110,chromosome,I
AB0017JU8S,199,H8256_RS10910,GCF900475605.1,NZ_LS483402.1,2425547,2426147,-1,65058,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_013912109.1,AB0017JU8T;AB0017JU8U;AB0017JU8V;AB0017JU8W;AB0017JU8X;AB0017JU8Y;AB0017JU8Z;AB0017JU90;AB0017JU91;AB0017JU92;AB0017JU8R;AB0017JU8Q;AB0017JU8P;AB0017JU8O;AB0017JU8N;AB0017JU8M,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ulcerans,chromosome,1
AB0018C8YF,203,EL180_RS00285,GCF900637625.1,NZ_LR134385.1,57611,58223,-1,2702,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_004112615.1,AB0018C8YG;AB0018C8YH;AB0018C8YI;AB0018C8YJ;AB0018C8YK;AB0018C8YL;AB0018C8YM;AB0018C8YE;AB0018C8YD;AB0018C8YC;AB0018C8YB;AB0018C8YA;AB0018C8Y9;AB0018C8Y8;AB0018C8Y7;AB0018C8Y6;AB0018C8Y5,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,chromosome,1
AB000XUIWB,200,F1729_RS03055,GCF009720545.1,NZ_CP043931.1,759209,759812,1,122,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_052301284.1,AB000XUIWC;AB000XUIWD;AB000XUIWE;AB000XUIWF;AB000XUIWG;AB000XUIWH;AB000XUIWI;AB000XUIWJ;AB000XUIWA;AB000XUIW9;AB000XUIW8;AB000XUIW7;AB000XUIW6,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia maris,main,main
AB000SA66N,197,E3O41_RS06305,GCF004564075.1,NZ_CP038256.1,1327189,1327783,1,904291,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_083990792.1,AB000SA66O;AB000SA66P;AB000SA66Q;AB000SA66R;AB000SA66S;AB000SA66T;AB000SA66U;AB000SA66M;AB000SA66L;AB000SA66K;AB000SA66J;AB000SA66I;AB000SA66H;AB000SA66G;AB000SA66F;AB000SA66E;AB000SA66D;AB000SA66C,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sediminis,main,main
AB0004REQ5,177,PLE7327_RS12395,GCF000317025.1,NC_019689.1,2798501,2799035,-1,118163,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_051036431.1,AB0004REQ6;AB0004REQ7;AB0004REQ8;AB0004REQ9;AB0004REQA;AB0004REQB;AB0004REQC;AB0004REQD;AB0004REQE;AB0004REQF;AB0004REQG;AB0004REQH;AB0004REQ4;AB0004REQ3;AB0004REQ2;AB0004REQ1;AB0004REQ0;AB0004REPZ;AB0004REPY;AB0004REPX;AB0004REPW;AB0004REPV,Bacteria,Cyanobacteria,,Pleurocapsales,Hyellaceae,Pleurocapsa,Pleurocapsa sp. PCC 7327,main,main
AB0015ACZQ,196,H7F38_RS20225,GCF014303395.1,NZ_CP060298.1,4472782,4473373,-1,2762325,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_187094843.1,AB0015ACZR;AB0015ACZS;AB0015ACZT;AB0015ACZU;AB0015ACZV;AB0015ACZW;AB0015ACZX;AB0015ACZY;AB0015ACZZ;AB0015AD00;AB0015AD01;AB0015ACZP;AB0015ACZO;AB0015ACZN;AB0015ACZM;AB0015ACZL;AB0015ACZK;AB0015ACZJ;AB0015ACZI;AB0015ACZH;AB0015ACZG;AB0015ACZF;AB0015ACZE,Bacteria,Actinobacteria,Actinomycetia,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella sp. PAMC28650,main,main
AB000Y0TU2,204,CKALI_RS02905,GCF009734385.1,NZ_CP046452.1,611208,611823,1,2675216,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_156191868.1,AB000Y0TU3;AB000Y0TU4;AB000Y0TU5;AB000Y0TU6;AB000Y0TU7;AB000Y0TU8;AB000Y0TU9;AB000Y0TUA;AB000Y0TUB;AB000Y0TU1;AB000Y0TU0;AB000Y0TTZ;AB000Y0TTY;AB000Y0TTX;AB000Y0TTW;AB000Y0TTV;AB000Y0TTU;AB000Y0TTT;AB000Y0TTS;AB000Y0TTR;AB000Y0TTQ,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. 1959,main,main
AB000OU7T0,216,D8W71_RS20040,GCF003641205.1,NZ_CP032762.1,4346598,4347249,-1,1302308,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_121115934.1,AB000OU7T1;AB000OU7T2;AB000OU7T3;AB000OU7T4;AB000OU7T5;AB000OU7T6;AB000OU7T7;AB000OU7T8;AB000OU7T9;AB000OU7TA;AB000OU7TB;AB000OU7TC;AB000OU7SZ;AB000OU7SY;AB000OU7SX;AB000OU7SW;AB000OU7SV;AB000OU7SU;AB000OU7ST;AB000OU7SS;AB000OU7SR,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. P1Y,main,main
AB000Q2X1T,192,EH165_RS09180,GCF003860405.1,NZ_CP034170.1,2097499,2098078,-1,1902245,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_164479288.1,AB000Q2X1U;AB000Q2X1V;AB000Q2X1W;AB000Q2X1X;AB000Q2X1Y;AB000Q2X1Z;AB000Q2X20;AB000Q2X21;AB000Q2X1S;AB000Q2X1R;AB000Q2X1Q;AB000Q2X1P;AB000Q2X1O;AB000Q2X1N;AB000Q2X1M;AB000Q2X1L;AB000Q2X1K;AB000Q2X1J,Bacteria,Actinobacteria,Actinomycetia,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella sp. s14-144,main,main
AB00170P66,198,CZ356_RS01160,GCF900155645.1,NZ_LT706985.1,244162,244759,1,1871034,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_076388005.1,AB00170P67;AB00170P68;AB00170P69;AB00170P6A;AB00170P6B;AB00170P6C;AB00170P6D;AB00170P6E;AB00170P65;AB00170P64;AB00170P63;AB00170P62;AB00170P61;AB00170P60;AB00170P5Z;AB00170P5Y;AB00170P5X;AB00170P5W;AB00170P5V,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionimicrobium,Propionimicrobium sp. Marseille-P3275,chromosome,contig00001
AB00028BM3,210,SNAS_RS06755,GCF000024545.1,NC_013947.1,1448087,1448720,1,446470,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_013016649.1,AB00028BM4;AB00028BM5;AB00028BM6;AB00028BM7;AB00028BM8;AB00028BM9;AB00028BMA;AB00028BMB;AB00028BMC;AB00028BM2;AB00028BM1;AB00028BM0;AB00028BLZ;AB00028BLY;AB00028BLX;AB00028BLW;AB00028BLV;AB00028BLU,Bacteria,Actinobacteria,Actinomycetia,Glycomycetales,Glycomycetaceae,Stackebrandtia,Stackebrandtia nassauensis,main,main
AB000NLE3U,199,DXK33_RS05940,GCF003367335.1,NZ_CP031414.1,1248582,1249182,1,1795,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_019511796.1,AB000NLE3V;AB000NLE3W;AB000NLE3X;AB000NLE3Y;AB000NLE3Z;AB000NLE40;AB000NLE41;AB000NLE42;AB000NLE3T;AB000NLE3S;AB000NLE3R;AB000NLE3Q;AB000NLE3P;AB000NLE3O;AB000NLE3N;AB000NLE3M;AB000NLE3L;AB000NLE3K;AB000NLE3J;AB000NLE3I;AB000NLE3H;AB000NLE3G;AB000NLE3F,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum,main,main
AB0006I03R,199,CATYP_RS08040,GCF000732945.1,NZ_CP008944.1,1807944,1808544,-1,191610,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_038606459.1,AB0006I03S;AB0006I03T;AB0006I03U;AB0006I03V;AB0006I03W;AB0006I03X;AB0006I03Y;AB0006I03Z;AB0006I040;AB0006I041;AB0006I042;AB0006I03Q;AB0006I03P;AB0006I03O;AB0006I03N;AB0006I03M;AB0006I03L;AB0006I03K;AB0006I03J;AB0006I03I;AB0006I03H;AB0006I03G,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium atypicum,main,main
AB000PODSZ,196,CCHOA_RS07825,GCF003813965.1,NZ_CP033896.1,2164994,2165585,-1,1862358,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_123929102.1,AB000PODT0;AB000PODT1;AB000PODT2;AB000PODT3;AB000PODT4;AB000PODT5;AB000PODT6;AB000PODT7;AB000PODT8;AB000PODSY;AB000PODSX;AB000PODSW;AB000PODSV;AB000PODSU;AB000PODST,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium choanis,main,main
AB0002LHRV,209,TRAD_RS02985,GCF000092425.1,NC_014221.1,652932,653562,-1,649638,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_013177109.1,AB0002LHRW;AB0002LHRX;AB0002LHRY;AB0002LHRZ;AB0002LHS0;AB0002LHS1;AB0002LHS2;AB0002LHS3;AB0002LHS4;AB0002LHS5;AB0002LHS6;AB0002LHRU;AB0002LHRT;AB0002LHRS;AB0002LHRR;AB0002LHRQ;AB0002LHRP;AB0002LHRO;AB0002LHRN,Bacteria,Deinococcus-Thermus,Deinococci,Trueperales,Trueperaceae,Truepera,Truepera radiovictrix,main,main
AB0003YZHA,235,SOLCA_RS05590,GCF000242635.2,NC_017770.1,1363937,1364645,1,929556,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_014679479.1,AB0003YZHB;AB0003YZHC;AB0003YZHD;AB0003YZHE;AB0003YZHF;AB0003YZH9;AB0003YZH8;AB0003YZH7;AB0003YZH6;AB0003YZH5;AB0003YZH4;AB0003YZH3;AB0003YZH2;AB0003YZH1;AB0003YZH0;AB0003YZGZ,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Solitalea canadensis,main,main
AB0015PVR3,192,IGA62_RS15980,GCF014680085.1,NZ_AP023438.1,3620513,3621092,-1,47875,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_145822194.1,AB0015PVR4;AB0015PVR5;AB0015PVR6;AB0015PVR7;AB0015PVR8;AB0015PVR9;AB0015PVRA;AB0015PVRB;AB0015PVRC;AB0015PVRD;AB0015PVR2;AB0015PVR1;AB0015PVR0;AB0015PVQZ;AB0015PVQY;AB0015PVQX;AB0015PVQW;AB0015PVQV;AB0015PVQU;AB0015PVQT;AB0015PVQS,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sagamiensis,main,main
AB000IDBPT,224,JBKA6_RS03180,GCF002369955.1,NZ_AP014564.1,835161,835836,-1,242600,CDS,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_096685805.1,AB000IDBPU;AB000IDBPV;AB000IDBPW;AB000IDBPX;AB000IDBPY;AB000IDBPZ;AB000IDBQ0;AB000IDBQ1;AB000IDBQ2;AB000IDBQ3;AB000IDBPS;AB000IDBPR;AB000IDBPQ;AB000IDBPP;AB000IDBPO,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Ichthyobacteriaceae,Ichthyobacterium,Ichthyobacterium seriolicida,main,main
AB00101D6K,194,G6N83_RS13220,GCF011047135.1,NZ_CP049255.1,2804340,2804925,1,1526412,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_165142781.1,AB00101D6L;AB00101D6M;AB00101D6N;AB00101D6O;AB00101D6P;AB00101D6Q;AB00101D6R;AB00101D6J;AB00101D6I;AB00101D6H;AB00101D6G;AB00101D6F;AB00101D6E;AB00101D6D;AB00101D6C;AB00101D6B;AB00101D6A;AB00101D69;AB00101D68,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium endophyticum,main,main
AB000ZJ36Y,203,SSPS47_RS21885,GCF010384365.1,NZ_CP048397.1,4869727,4870339,-1,2705439,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_164252538.1,AB000ZJ36Z;AB000ZJ370;AB000ZJ371;AB000ZJ372;AB000ZJ373;AB000ZJ374;AB000ZJ375;AB000ZJ376;AB000ZJ36X;AB000ZJ36W;AB000ZJ36V;AB000ZJ36U;AB000ZJ36T;AB000ZJ36S;AB000ZJ36R;AB000ZJ36Q;AB000ZJ36P;AB000ZJ36O,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. S4.7,main,main
AB0018DOKC,197,EL451_RS07560,GCF900637875.1,NZ_LR134452.1,98252,98846,-1,57704,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_068524790.1,AB0018DOKD;AB0018DOKE;AB0018DOKF;AB0018DOKG;AB0018DOKH;AB0018DOKI;AB0018DOKJ;AB0018DOKK;AB0018DOKL;AB0018DOKM;AB0018DOKN;AB0018DOKB;AB0018DOKA;AB0018DOK9;AB0018DOK8;AB0018DOK7;AB0018DOK6;AB0018DOK5;AB0018DOK4,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella tyrosinosolvens,plasmid,10
AB000558R2,209,L083_RS07385,GCF000389965.1,NC_021191.1,1625542,1626172,1,649831,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_015619568.1,AB000558R3;AB000558R4;AB000558R5;AB000558R6;AB000558R7;AB000558R8;AB000558R1;AB000558R0;AB000558QZ;AB000558QY;AB000558QX;AB000558QW;AB000558QV;AB000558QU;AB000558QT;AB000558QS;AB000558QR;AB000558QQ;AB000558QP,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. N902-109,main,main
AB000W0VVC,199,F6J85_RS09570,GCF008727775.1,NZ_CP044232.1,2018536,2019136,-1,2614639,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_150920825.1,AB000W0VVD;AB000W0VVE;AB000W0VVF;AB000W0VVG;AB000W0VVH;AB000W0VVI;AB000W0VVJ;AB000W0VVK;AB000W0VVL;AB000W0VVM;AB000W0VVN;AB000W0VVB;AB000W0VVA;AB000W0VV9;AB000W0VV8;AB000W0VV7;AB000W0VV6;AB000W0VV5;AB000W0VV4;AB000W0VV3,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium lushaniae,main,main
AB000MZ0RE,231,DIU38_RS02455,GCF003286435.2,NZ_CP043449.1,529224,529920,1,551996,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_112653821.1,AB000MZ0RF;AB000MZ0RG;AB000MZ0RH;AB000MZ0RI;AB000MZ0RJ;AB000MZ0RK;AB000MZ0RL;AB000MZ0RM;AB000MZ0RN;AB000MZ0RO;AB000MZ0RP;AB000MZ0RQ;AB000MZ0RR;AB000MZ0RD;AB000MZ0RC;AB000MZ0RB;AB000MZ0RA;AB000MZ0R9;AB000MZ0R8;AB000MZ0R7;AB000MZ0R6,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter gossypii,main,main
AB000UZHU8,229,FRZ67_RS09390,GCF007971225.1,NZ_CP042435.1,2243694,2244384,-1,1813871,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_147189306.1,AB000UZHU9;AB000UZHUA;AB000UZHUB;AB000UZHUC;AB000UZHUD;AB000UZHUE;AB000UZHUF;AB000UZHUG;AB000UZHUH;AB000UZHUI;AB000UZHUJ;AB000UZHU7;AB000UZHU6;AB000UZHU5;AB000UZHU4;AB000UZHU3;AB000UZHU2;AB000UZHU1;AB000UZHU0;AB000UZHTZ;AB000UZHTY;AB000UZHTX;AB000UZHTW;AB000UZHTV,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Panacibacter,Panacibacter ginsenosidivorans,main,main
AB000S05TJ,228,E0W69_RS00735,GCF004337365.2,NZ_CP044016.1,166589,167276,1,2545455,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_131328123.1,AB000S05TK;AB000S05TL;AB000S05TM;AB000S05TN;AB000S05TO;AB000S05TP;AB000S05TQ;AB000S05TR;AB000S05TI;AB000S05TH;AB000S05TG;AB000S05TF;AB000S05TE;AB000S05TD;AB000S05TC;AB000S05TB;AB000S05TA,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Arachidicoccus,Arachidicoccus sp. B3-10,main,main
AB00023UC9,212,CKROP_RS06780,GCF000023145.1,NC_012704.1,1634380,1635019,-1,645127,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_012732000.1,AB00023UCA;AB00023UCB;AB00023UCC;AB00023UCD;AB00023UCE;AB00023UCF;AB00023UCG;AB00023UCH;AB00023UC8;AB00023UC7;AB00023UC6;AB00023UC5;AB00023UC4;AB00023UC3;AB00023UC2,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii,main,main
AB0002MBL1,200,SROT_RS09380,GCF000092825.1,NC_014168.1,1889090,1889693,-1,640132,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_013138789.1,AB0002MBL2;AB0002MBL3;AB0002MBL4;AB0002MBL5;AB0002MBL6;AB0002MBL7;AB0002MBL8;AB0002MBL9;AB0002MBLA;AB0002MBL0;AB0002MBKZ;AB0002MBKY;AB0002MBKX;AB0002MBKW;AB0002MBKV;AB0002MBKU;AB0002MBKT;AB0002MBKS;AB0002MBKR,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Segniliparaceae,Segniliparus,Segniliparus rotundus,main,main
AB000LU1N1,213,C6W10_RS22105,GCF003030385.1,NZ_CP028159.1,5088055,5088697,1,2071627,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_107260129.1,AB000LU1N2;AB000LU1N3;AB000LU1N4;AB000LU1N5;AB000LU1N6;AB000LU1N7;AB000LU1N8;AB000LU1N9;AB000LU1N0;AB000LU1MZ;AB000LU1MY;AB000LU1MX;AB000LU1MW;AB000LU1MV;AB000LU1MU,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Plantactinospora,Plantactinospora sp. BB1,main,main
AB000Y0Z1B,199,COCCU_RS10700,GCF009734425.1,NZ_CP046455.1,2330641,2331241,-1,2675219,CDS,,ATP-dependent Clp protease proteolytic subunit,WP_156231499.1,AB000Y0Z1C;AB000Y0Z1D;AB000Y0Z1E;AB000Y0Z1F;AB000Y0Z1G;AB000Y0Z1H;AB000Y0Z1I;AB000Y0Z1J;AB000Y0Z1K;AB000Y0Z1L;AB000Y0Z1A;AB000Y0Z19;AB000Y0Z18;AB000Y0Z17;AB000Y0Z16;AB000Y0Z15;AB000Y0Z14,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. 2039,main,main
