ID,length,locus_tag,assembly,accession,start,end,strand,taxid,feature,gene,product,protein_id,context,superkingdom,phylum,class,order,family,genus,species,replicon_type,replicon_name
AB000NMJE8,936,DSC91_RS05480,GCF003368325.1,NZ_CP031466.1,1204957,1207768,1,1761016,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_115777189.1,AB000NMJE9;AB000NMJEA;AB000NMJEB;AB000NMJEC;AB000NMJED;AB000NMJEE;AB000NMJEF;AB000NMJEG;AB000NMJE7;AB000NMJE6;AB000NMJE5;AB000NMJE4;AB000NMJE3;AB000NMJE2;AB000NMJE1;AB000NMJE0;AB000NMJDZ;AB000NMJDY;AB000NMJDX,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caffeinilytica,chromosome,1
AB000DB269,947,BKK79_RS23605,GCF001854305.1,NZ_CP017749.1,790576,793420,-1,876364,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_071038974.1,AB000DB26A;AB000DB26B;AB000DB26C;AB000DB26D;AB000DB26E;AB000DB26F;AB000DB26G;AB000DB26H;AB000DB26I;AB000DB26J;AB000DB26K;AB000DB268;AB000DB267;AB000DB266;AB000DB265;AB000DB264;AB000DB263;AB000DB262,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. USMAA2-4,chromosome,2
AB0015H0JI,248,IAG43_RS22295,GCF014489615.1,NZ_CP060825.1,5108651,5109398,-1,2768068,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_187742466.1,AB0015H0JJ;AB0015H0JK;AB0015H0JL;AB0015H0JM;AB0015H0JN;AB0015H0JO;AB0015H0JP;AB0015H0JH;AB0015H0JG;AB0015H0JF;AB0015H0JE;AB0015H0JD,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CRPJ-33,main,main
AB000Q3LVU,188,EHW12_RS08285,GCF003860625.1,NZ_CP034152.1,1764054,1764621,1,2490853,CDS,,Clp protease,WP_054187824.1,AB000Q3LVV;AB000Q3LVW;AB000Q3LVX;AB000Q3LVY;AB000Q3LVZ;AB000Q3LW0;AB000Q3LW1;AB000Q3LW2;AB000Q3LW3;AB000Q3LW4;AB000Q3LW5;AB000Q3LVT;AB000Q3LVS;AB000Q3LVR;AB000Q3LVQ;AB000Q3LVP;AB000Q3LVO;AB000Q3LVN;AB000Q3LVM;AB000Q3LVL;AB000Q3LVK;AB000Q3LVJ;AB000Q3LVI;AB000Q3LVH,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. NJ-530,main,main
AB0003D0WM,874,PSED_RS11105,GCF000196675.1,NC_015312.1,2363150,2365775,1,675635,CDS,clpB,ATP-dependent chaperone ClpB,WP_013674356.1,AB0003D0WN;AB0003D0WO;AB0003D0WP;AB0003D0WQ;AB0003D0WR;AB0003D0WS;AB0003D0WT;AB0003D0WU;AB0003D0WL;AB0003D0WK;AB0003D0WJ;AB0003D0WI;AB0003D0WH;AB0003D0WG;AB0003D0WF;AB0003D0WE;AB0003D0WD;AB0003D0WC;AB0003D0WB;AB0003D0WA,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia dioxanivorans,main,main
AB000XY68A,876,FOB84_RS01620,GCF009730435.1,NZ_CP046320.1,355101,357732,-1,2054,CDS,clpB,ATP-dependent chaperone ClpB,WP_012836058.1,AB000XY68B;AB000XY68C;AB000XY68D;AB000XY68E;AB000XY68F;AB000XY68G;AB000XY68H;AB000XY68I;AB000XY68J;AB000XY68K;AB000XY689;AB000XY688;AB000XY687;AB000XY686;AB000XY685;AB000XY684;AB000XY683;AB000XY682;AB000XY681;AB000XY680;AB000XY67Z,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia bronchialis,main,main
AB0002A5XN,812,DHCVS_RS05810,GCF000025025.1,NC_013552.1,1105189,1107628,1,311424,CDS,,AAA family ATPase,WP_012882450.1,AB0002A5XO;AB0002A5XP;AB0002A5XQ;AB0002A5XR;AB0002A5XS;AB0002A5XT;AB0002A5XU;AB0002A5XV;AB0002A5XW;AB0002A5XX;AB0002A5XY;AB0002A5XM;AB0002A5XL;AB0002A5XK;AB0002A5XJ;AB0002A5XI;AB0002A5XH;AB0002A5XG;AB0002A5XF,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi,main,main
AB000Q3P3K,877,EHW12_RS28990,GCF003860625.1,NZ_CP034152.1,6197826,6200460,1,2490853,CDS,clpB,ATP-dependent chaperone ClpB,WP_054188357.1,AB000Q3P3L;AB000Q3P3M;AB000Q3P3N;AB000Q3P3O;AB000Q3P3P;AB000Q3P3Q;AB000Q3P3R;AB000Q3P3S;AB000Q3P3T;AB000Q3P3U;AB000Q3P3V;AB000Q3P3J;AB000Q3P3I;AB000Q3P3H;AB000Q3P3G;AB000Q3P3F;AB000Q3P3E;AB000Q3P3D;AB000Q3P3C;AB000Q3P3B;AB000Q3P3A;AB000Q3P39,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. NJ-530,main,main
AB000RUQDH,866,ELR47_RS02065,GCF004300825.1,NZ_CP036250.1,441462,444063,1,1670830,CDS,clpB,ATP-dependent chaperone ClpB,WP_130648379.1,AB000RUQDI;AB000RUQDJ;AB000RUQDK;AB000RUQDL;AB000RUQDM;AB000RUQDN;AB000RUQDO;AB000RUQDP;AB000RUQDQ;AB000RUQDR;AB000RUQDG;AB000RUQDF;AB000RUQDE;AB000RUQDD;AB000RUQDC;AB000RUQDB;AB000RUQDA;AB000RUQD9;AB000RUQD8;AB000RUQD7;AB000RUQD6,Bacteria,Actinobacteria,Nitriliruptoria,Egicoccales,Egicoccaceae,Egicoccus,Egicoccus halophilus,main,main
AB0005T7HD,853,BARVI_RS01090,GCF000512915.1,NZ_CP007034.1,263520,266082,-1,880074,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_025277444.1,AB0005T7HE;AB0005T7HF;AB0005T7HG;AB0005T7HH;AB0005T7HI;AB0005T7HJ;AB0005T7HK;AB0005T7HL;AB0005T7HC;AB0005T7HB;AB0005T7HA;AB0005T7H9;AB0005T7H8;AB0005T7H7;AB0005T7H6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,main,main
AB0002NJGW,810,DEHLY_RS07155,GCF000143165.1,NC_014314.1,1402044,1404477,1,552811,CDS,,AAA family ATPase,WP_013218853.1,AB0002NJGX;AB0002NJGY;AB0002NJGZ;AB0002NJH0;AB0002NJH1;AB0002NJH2;AB0002NJH3;AB0002NJH4;AB0002NJH5;AB0002NJH6;AB0002NJGV;AB0002NJGU;AB0002NJGT;AB0002NJGS;AB0002NJGR;AB0002NJGQ;AB0002NJGP;AB0002NJGO;AB0002NJGN;AB0002NJGM,Bacteria,Chloroflexi,Dehalococcoidia,,,Dehalogenimonas,Dehalogenimonas lykanthroporepellens,main,main
AB00013W1H,863,CAG_RS07780,GCF000012585.1,NC_007514.1,1953671,1956263,-1,340177,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_011362504.1,AB00013W1I;AB00013W1J;AB00013W1K;AB00013W1L;AB00013W1M;AB00013W1N;AB00013W1O;AB00013W1P;AB00013W1Q;AB00013W1R;AB00013W1S;AB00013W1T;AB00013W1U;AB00013W1V;AB00013W1G;AB00013W1F;AB00013W1E;AB00013W1D;AB00013W1C;AB00013W1B;AB00013W1A,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium chlorochromatii,main,main
AB000MA2MX,187,DC008_RS23440,GCF003074055.1,NZ_CP029043.1,5021531,5022095,1,1827580,CDS,,peptidase,WP_108708636.1,AB000MA2MY;AB000MA2MZ;AB000MA2N0;AB000MA2N1;AB000MA2N2;AB000MA2N3;AB000MA2N4;AB000MA2N5;AB000MA2MW;AB000MA2MV;AB000MA2MU;AB000MA2MT;AB000MA2MS;AB000MA2MR;AB000MA2MQ;AB000MA2MP;AB000MA2MO;AB000MA2MN;AB000MA2MM;AB000MA2ML;AB000MA2MK;AB000MA2MJ,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces nigra,main,main
AB0010Y54B,880,HEP85_RS41985,GCF012273515.1,NZ_CP050975.1,9468761,9471404,-1,2721244,CDS,clpB,ATP-dependent chaperone ClpB,WP_168532593.1,AB0010Y54C;AB0010Y54D;AB0010Y54E;AB0010Y54F;AB0010Y54G;AB0010Y54H;AB0010Y54I;AB0010Y54J;AB0010Y54A;AB0010Y549;AB0010Y548;AB0010Y547;AB0010Y546;AB0010Y545;AB0010Y544;AB0010Y543;AB0010Y542;AB0010Y541,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. RPA4-2,main,main
AB000YF3AT,935,FAZ97_RS32765,GCF009789655.1,NZ_CP046912.1,566857,569665,1,2571747,CDS,,AAA domain-containing protein,WP_158762917.1,AB000YF3AU;AB000YF3AV;AB000YF3AW;AB000YF3AX;AB000YF3AY;AB000YF3AZ;AB000YF3B0;AB000YF3B1;AB000YF3B2;AB000YF3AS;AB000YF3AR;AB000YF3AQ;AB000YF3AP;AB000YF3AO;AB000YF3AN;AB000YF3AM;AB000YF3AL;AB000YF3AK;AB000YF3AJ;AB000YF3AI;AB000YF3AH;AB000YF3AG,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia acidiphila,chromosome,4
AB0003D1VP,875,PSED_RS17390,GCF000196675.1,NC_015312.1,3725447,3728075,-1,675635,CDS,clpB,ATP-dependent chaperone ClpB,WP_013675581.1,AB0003D1VQ;AB0003D1VR;AB0003D1VS;AB0003D1VT;AB0003D1VU;AB0003D1VV;AB0003D1VW;AB0003D1VX;AB0003D1VY;AB0003D1VZ;AB0003D1W0;AB0003D1W1;AB0003D1VO;AB0003D1VN;AB0003D1VM;AB0003D1VL;AB0003D1VK;AB0003D1VJ;AB0003D1VI,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia dioxanivorans,main,main
AB0001ZRHG,862,DALK_RS17725,GCF000021905.1,NC_011768.1,4355509,4358098,-1,218208,CDS,clpB,ATP-dependent chaperone ClpB,WP_015948179.1,AB0001ZRHH;AB0001ZRHI;AB0001ZRHJ;AB0001ZRHK;AB0001ZRHL;AB0001ZRHM;AB0001ZRHN;AB0001ZRHO;AB0001ZRHP;AB0001ZRHQ;AB0001ZRHR;AB0001ZRHS;AB0001ZRHF;AB0001ZRHE;AB0001ZRHD;AB0001ZRHC;AB0001ZRHB;AB0001ZRHA;AB0001ZRH9;AB0001ZRH8,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans,main,main
AB0015IOIZ,194,HYC88_RS09450,GCF014495705.1,NZ_CP061072.1,2288479,2289064,-1,2750025,CDS,,peptidase,WP_073802617.1,AB0015IOJ0;AB0015IOJ1;AB0015IOJ2;AB0015IOJ3;AB0015IOJ4;AB0015IOJ5;AB0015IOJ6;AB0015IOJ7;AB0015IOJ8;AB0015IOJ9;AB0015IOJA;AB0015IOIY;AB0015IOIX;AB0015IOIW;AB0015IOIV;AB0015IOIU;AB0015IOIT;AB0015IOIS;AB0015IOIR,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB00271,main,main
AB000MLPNA,250,DLJ61_RS03270,GCF003183825.1,NZ_CP029604.1,692193,692946,-1,2055,CDS,,Clp protease,WP_004019716.1,AB000MLPNB;AB000MLPNC;AB000MLPND;AB000MLPNE;AB000MLPNF;AB000MLPNG;AB000MLPNH;AB000MLPNI;AB000MLPNJ;AB000MLPN9;AB000MLPN8;AB000MLPN7;AB000MLPN6;AB000MLPN5;AB000MLPN4;AB000MLPN3;AB000MLPN2;AB000MLPN1;AB000MLPN0;AB000MLPMZ,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,main,main
AB0003UHWM,866,DESOR_RS15890,GCF000235605.1,NC_016584.1,3404773,3407374,-1,768706,CDS,clpB,ATP-dependent chaperone ClpB,WP_014185598.1,AB0003UHWN;AB0003UHWO;AB0003UHWP;AB0003UHWQ;AB0003UHWR;AB0003UHWS;AB0003UHWT;AB0003UHWU;AB0003UHWV;AB0003UHWW;AB0003UHWL;AB0003UHWK;AB0003UHWJ;AB0003UHWI;AB0003UHWH;AB0003UHWG;AB0003UHWF;AB0003UHWE;AB0003UHWD;AB0003UHWC;AB0003UHWB;AB0003UHWA;AB0003UHW9,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Desulfosporosinus,Desulfosporosinus orientis,main,main
AB000VWJZV,190,CP967_RS10535,GCF008704555.1,NZ_CP023702.1,2447901,2448474,-1,28894,CDS,,peptidase,WP_150487730.1,AB000VWJZW;AB000VWJZX;AB000VWJZY;AB000VWJZZ;AB000VWK00;AB000VWK01;AB000VWK02;AB000VWK03;AB000VWK04;AB000VWK05;AB000VWK06;AB000VWK07;AB000VWJZU;AB000VWJZT;AB000VWJZS;AB000VWJZR;AB000VWJZQ;AB000VWJZP;AB000VWJZO;AB000VWJZN,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces nitrosporeus,main,main
AB000TSMIU,863,FED52_RS11980,GCF005960665.1,NZ_CP040676.1,2255872,2258464,-1,340146,CDS,clpB,ATP-dependent chaperone ClpB,WP_138860011.1,AB000TSMIV;AB000TSMIW;AB000TSMIX;AB000TSMIY;AB000TSMIZ;AB000TSMJ0;AB000TSMJ1;AB000TSMJ2;AB000TSMIT;AB000TSMIS;AB000TSMIR;AB000TSMIQ;AB000TSMIP;AB000TSMIO;AB000TSMIN;AB000TSMIM;AB000TSMIL;AB000TSMIK,Bacteria,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,Exiguobacterium mexicanum,main,main
AB000OAQ5B,877,GCWB2_RS14515,GCF003568625.1,NZ_CP022580.1,3198577,3201211,1,36822,CDS,clpB,ATP-dependent chaperone ClpB,WP_119032518.1,AB000OAQ5C;AB000OAQ5D;AB000OAQ5E;AB000OAQ5F;AB000OAQ5G;AB000OAQ5H;AB000OAQ5I;AB000OAQ5J;AB000OAQ5K;AB000OAQ5L;AB000OAQ5A;AB000OAQ59;AB000OAQ58;AB000OAQ57;AB000OAQ56;AB000OAQ55;AB000OAQ54;AB000OAQ53;AB000OAQ52;AB000OAQ51,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia rubripertincta,main,main
AB000AEH7W,827,AWM71_RS04160,GCF001543105.1,NZ_CP014159.1,887839,890323,1,87541,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_060776783.1,AB000AEH7X;AB000AEH7Y;AB000AEH7Z;AB000AEH80;AB000AEH81;AB000AEH82;AB000AEH83;AB000AEH84;AB000AEH85;AB000AEH86;AB000AEH87;AB000AEH88;AB000AEH89;AB000AEH8A;AB000AEH8B;AB000AEH7V;AB000AEH7U;AB000AEH7T;AB000AEH7S;AB000AEH7R;AB000AEH7Q;AB000AEH7P;AB000AEH7O;AB000AEH7N;AB000AEH7M;AB000AEH7L;AB000AEH7K;AB000AEH7J,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus christensenii,main,main
AB0014WQK8,952,G5S35_RS05515,GCF014171495.1,NZ_CP049134.1,1220761,1223620,1,92647,CDS,,AAA family ATPase,WP_176079150.1,AB0014WQK9;AB0014WQKA;AB0014WQKB;AB0014WQKC;AB0014WQKD;AB0014WQKE;AB0014WQKF;AB0014WQK7;AB0014WQK6;AB0014WQK5;AB0014WQK4;AB0014WQK3;AB0014WQK2;AB0014WQK1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia tropica,chromosome,A
AB0018OTDS,877,GMBLW1_RS03335,GCF901538355.1,NZ_LR593887.1,834995,837629,1,692036,CDS,clpB,ATP-dependent chaperone ClpB,WP_162656478.1,AB0018OTDT;AB0018OTDU;AB0018OTDV;AB0018OTDW;AB0018OTDX;AB0018OTDY;AB0018OTDZ;AB0018OTDR;AB0018OTDQ;AB0018OTDP;AB0018OTDO;AB0018OTDN;AB0018OTDM;AB0018OTDL;AB0018OTDK;AB0018OTDJ,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Tuwongella,Tuwongella immobilis,chromosome,1
AB000JH8PW,177,CU254_RS00835,GCF002796545.1,NZ_CP024894.1,174807,175341,1,1896961,CDS,,ATPase,WP_037712150.1,AB000JH8PX;AB000JH8PY;AB000JH8PZ;AB000JH8Q0;AB000JH8Q1;AB000JH8Q2;AB000JH8Q3;AB000JH8Q4;AB000JH8Q5;AB000JH8Q6;AB000JH8PV;AB000JH8PU;AB000JH8PT;AB000JH8PS;AB000JH8PR;AB000JH8PQ;AB000JH8PP;AB000JH8PO;AB000JH8PN;AB000JH8PM;AB000JH8PL;AB000JH8PK;AB000JH8PJ,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis sp. AA4,main,main
AB001074HD,283,G8C36_RS21985,GCF011290605.1,NZ_CP049836.1,4940523,4941375,1,2055,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_137808606.1,AB001074HE;AB001074HF;AB001074HG;AB001074HH;AB001074HI;AB001074HJ;AB001074HK;AB001074HL;AB001074HM;AB001074HN;AB001074HO;AB001074HP;AB001074HC;AB001074HB;AB001074HA;AB001074H9;AB001074H8;AB001074H7;AB001074H6;AB001074H5;AB001074H4;AB001074H3,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia terrae,main,main
AB000AFODT,874,AXH83_RS01870,GCF001547735.1,NZ_AP013035.1,382032,384657,1,1298851,CDS,clpB,ATP-dependent chaperone ClpB,WP_068549095.1,AB000AFODU;AB000AFODV;AB000AFODW;AB000AFODX;AB000AFODY;AB000AFODZ;AB000AFOE0;AB000AFOE1;AB000AFOE2;AB000AFOE3;AB000AFODS;AB000AFODR;AB000AFODQ;AB000AFODP;AB000AFODO;AB000AFODN;AB000AFODM;AB000AFODL;AB000AFODK;AB000AFODJ,Bacteria,Aquificae,Aquificae,Aquificales,,Thermosulfidibacter,Thermosulfidibacter takaii,main,main
AB0006QPXP,832,JO40_RS12165,GCF000755145.1,NZ_CP009228.1,2669963,2672462,-1,221027,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_044979539.1,AB0006QPXQ;AB0006QPXR;AB0006QPXS;AB0006QPXT;AB0006QPXU;AB0006QPXV;AB0006QPXW;AB0006QPXX;AB0006QPXY;AB0006QPXZ;AB0006QPY0;AB0006QPY1;AB0006QPXO;AB0006QPXN;AB0006QPXM;AB0006QPXL;AB0006QPXK;AB0006QPXJ;AB0006QPXI,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema putidum,main,main
AB000CC4NN,865,CSTERLE_RS10375,GCF001697285.1,NZ_CP014673.1,2378772,2381370,-1,1346611,CDS,clpB,ATP-dependent chaperone ClpB,WP_015359702.1,AB000CC4NO;AB000CC4NP;AB000CC4NQ;AB000CC4NR;AB000CC4NS;AB000CC4NT;AB000CC4NU;AB000CC4NV;AB000CC4NW;AB000CC4NM;AB000CC4NL;AB000CC4NK;AB000CC4NJ;AB000CC4NI;AB000CC4NH;AB000CC4NG;AB000CC4NF;AB000CC4NE;AB000CC4ND,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Thermoclostridium,Thermoclostridium stercorarium,main,main
AB000W7NYV,892,D2917_RS01975,GCF008807855.1,NZ_CP032518.1,457445,460124,-1,96344,CDS,,AAA domain-containing protein,WP_151069418.1,AB000W7NYW;AB000W7NYX;AB000W7NYY;AB000W7NYZ;AB000W7NZ0;AB000W7NZ1;AB000W7NZ2;AB000W7NZ3;AB000W7NYU;AB000W7NYT;AB000W7NYS;AB000W7NYR;AB000W7NYQ;AB000W7NYP;AB000W7NYO;AB000W7NYN;AB000W7NYM,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus oxalaticus,chromosome,1
AB000QNTS7,833,D8S85_RS07345,GCF003991565.1,NZ_CP032819.1,1625700,1628202,-1,2093856,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_106480150.1,AB000QNTS8;AB000QNTS9;AB000QNTSA;AB000QNTSB;AB000QNTSC;AB000QNTSD;AB000QNTSE;AB000QNTS6;AB000QNTS5;AB000QNTS4;AB000QNTS3;AB000QNTS2;AB000QNTS1;AB000QNTS0;AB000QNTRZ;AB000QNTRY;AB000QNTRX;AB000QNTRW,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas faecalis,main,main
AB0002S7ZV,962,BC1003_RS08745,GCF000148685.1,NC_014539.1,2017892,2020781,1,640512,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_013339323.1,AB0002S7ZW;AB0002S7ZX;AB0002S7ZY;AB0002S7ZZ;AB0002S800;AB0002S801;AB0002S802;AB0002S803;AB0002S804;AB0002S805;AB0002S806;AB0002S807;AB0002S7ZU;AB0002S7ZT;AB0002S7ZS;AB0002S7ZR;AB0002S7ZQ;AB0002S7ZP;AB0002S7ZO;AB0002S7ZN;AB0002S7ZM;AB0002S7ZL,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. CCGE1003,chromosome,1
AB00081BG5,877,NY08_RS13435,GCF000954115.1,NZ_CP010797.1,2919412,2922046,1,1564114,CDS,clpB,ATP-dependent chaperone ClpB,WP_045196848.1,AB00081BG6;AB00081BG7;AB00081BG8;AB00081BG9;AB00081BGA;AB00081BGB;AB00081BGC;AB00081BGD;AB00081BGE;AB00081BGF;AB00081BGG;AB00081BGH;AB00081BG4;AB00081BG3;AB00081BG2;AB00081BG1;AB00081BG0;AB00081BFZ;AB00081BFY;AB00081BFX;AB00081BFW;AB00081BFV;AB00081BFU;AB00081BFT,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. B7740,main,main
AB0005T65T,861,DEHRE_RS06815,GCF000512895.1,NZ_CP007033.1,1399527,1402113,1,871738,CDS,clpB,ATP-dependent chaperone ClpB,WP_015042623.1,AB0005T65U;AB0005T65V;AB0005T65W;AB0005T65X;AB0005T65Y;AB0005T65Z;AB0005T660;AB0005T661;AB0005T662;AB0005T663;AB0005T664;AB0005T665;AB0005T666;AB0005T667;AB0005T65S;AB0005T65R;AB0005T65Q;AB0005T65P;AB0005T65O;AB0005T65N;AB0005T65M;AB0005T65L;AB0005T65K;AB0005T65J;AB0005T65I;AB0005T65H,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Dehalobacter,Dehalobacter restrictus,main,main
AB00040LAE,832,LBLM1_RS01470,GCF000248095.2,NZ_CP011013.1,303719,306218,1,1130798,CDS,,ATP-dependent Clp protease ATP-binding subunit,WP_006500634.1,AB00040LAF;AB00040LAG;AB00040LAH;AB00040LAI;AB00040LAJ;AB00040LAD;AB00040LAC;AB00040LAB;AB00040LAA;AB00040LA9;AB00040LA8;AB00040LA7;AB00040LA6;AB00040LA5;AB00040LA4;AB00040LA3;AB00040LA2;AB00040LA1;AB00040LA0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus mucosae,main,main
AB000YGA8L,861,GQ588_RS07390,GCF009796305.1,NZ_CP046996.1,1478565,1481151,1,55583,CDS,clpB,ATP-dependent chaperone ClpB,WP_158208223.1,AB000YGA8M;AB000YGA8N;AB000YGA8O;AB000YGA8P;AB000YGA8Q;AB000YGA8R;AB000YGA8S;AB000YGA8T;AB000YGA8U;AB000YGA8V;AB000YGA8W;AB000YGA8X;AB000YGA8Y;AB000YGA8Z;AB000YGA90;AB000YGA91;AB000YGA8K;AB000YGA8J;AB000YGA8I;AB000YGA8H;AB000YGA8G;AB000YGA8F;AB000YGA8E;AB000YGA8D;AB000YGA8C;AB000YGA8B;AB000YGA8A;AB000YGA89,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Dehalobacter,Dehalobacter restrictus,main,main
AB000VQFBN,186,F3L20_RS05830,GCF008632955.1,NZ_CP043959.1,1224176,1224737,1,1932,CDS,,peptidase,WP_150152771.1,AB000VQFBO;AB000VQFBP;AB000VQFBQ;AB000VQFBR;AB000VQFBS;AB000VQFBT;AB000VQFBU;AB000VQFBV;AB000VQFBM;AB000VQFBL;AB000VQFBK;AB000VQFBJ;AB000VQFBI;AB000VQFBH;AB000VQFBG;AB000VQFBF;AB000VQFBE;AB000VQFBD;AB000VQFBC;AB000VQFBB;AB000VQFBA,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces tendae,main,main
AB000XNL48,860,GN111_RS19790,GCF009688965.1,NZ_AP021875.1,4297208,4299791,-1,947919,CDS,clpB,ATP-dependent chaperone ClpB,WP_155305405.1,AB000XNL49;AB000XNL4A;AB000XNL4B;AB000XNL4C;AB000XNL4D;AB000XNL4E;AB000XNL4F;AB000XNL4G;AB000XNL4H;AB000XNL4I;AB000XNL47;AB000XNL46;AB000XNL45;AB000XNL44;AB000XNL43;AB000XNL42;AB000XNL41;AB000XNL40;AB000XNL3Z,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,Desulfosarcina widdelii,main,main
AB000JGBC0,866,Ga0123461_RS03365,GCF002795805.1,NZ_CP018799.1,660539,663140,1,1921086,CDS,clpB,ATP-dependent chaperone ClpB,WP_100277036.1,AB000JGBC1;AB000JGBC2;AB000JGBC3;AB000JGBC4;AB000JGBC5;AB000JGBC6;AB000JGBC7;AB000JGBC8;AB000JGBC9;AB000JGBCA;AB000JGBCB;AB000JGBBZ;AB000JGBBY;AB000JGBBX;AB000JGBBW;AB000JGBBV;AB000JGBBU;AB000JGBBT;AB000JGBBS;AB000JGBBR,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,Mariprofundus aestuarium,main,main
AB000RR9QA,394,EPA93_RS25235,GCF004208415.1,NZ_CP035758.1,5800546,5801731,1,2509675,CDS,,sigma-70 family RNA polymerase sigma factor,WP_129890160.1,AB000RR9QB;AB000RR9QC;AB000RR9QD;AB000RR9QE;AB000RR9QF;AB000RR9QG;AB000RR9QH;AB000RR9QI;AB000RR9QJ;AB000RR9Q9;AB000RR9Q8;AB000RR9Q7;AB000RR9Q6;AB000RR9Q5;AB000RR9Q4;AB000RR9Q3;AB000RR9Q2;AB000RR9Q1;AB000RR9Q0,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonosporobacteraceae,Ktedonosporobacter,Ktedonosporobacter rubrisoli,main,main
