molecule;gene;target;start;end;strand
AB000HRJ7D;16S ribosomal RNA;F;-1002180;-1000615;1
AB000HRJ7D;response regulator transcription factor;F;-1003595;-1002905;-1
AB000HRJ7D;HAMP domain-containing histidine kinase;F;-1004769;-1003584;-1
AB000HRJ7D;misc_binding;F;-1005039;-1004827;-1
AB000HRJ7D;serS;F;-1006361;-1005089;-1
AB000HRJ7D;U32 family peptidase;F;-993050;-992126;1
AB000HRJ7D;U32 family peptidase;F;-992108;-990866;1
AB000HRJ7D;gor;F;-990701;-989354;1
AB000HRJ7D;hypothetical protein;F;-989292;-989001;-1
AB000HRJ7D;DUF2089 family protein;F;-989009;-988733;-1
AB000HRJ7D;helix-turn-helix domain-containing protein;F;-988484;-987002;-1
AB000HRJ7D;helix-turn-helix domain-containing protein;F;-986690;-985268;1
AB000HRJ7D;hypothetical protein;F;-985158;-984816;1
AB000HRJ7D;hypothetical protein;F;-984793;-981784;1
AB000P15T5;p: hypothetical protein;T;-2687335;-2686630;1
AB000P15T5;.;F;-2686982.5;-2686982.5;1
AB000P15T5;hypothetical protein;F;-2687772;-2687367;1
AB000P15T5;NYN domain-containing protein;F;-2688873;-2687964;1
AB000P15T5;hypothetical protein;F;-2689291;-2689144;-1
AB000P15T5;MarC family protein;F;-2690039;-2689430;1
AB000P15T5;PHP domain-containing protein;F;-2691146;-2690279;1
AB000P15T5;hypothetical protein;F;-2691971;-2691329;1
AB000P15T5;MFS transporter;F;-2693389;-2692138;-1
AB000P15T5;suppressor of fused domain protein;F;-2694015;-2693418;1
AB000P15T5;magnesium and cobalt transport protein CorA;F;-2695786;-2694670;-1
AB000P15T5;hypothetical protein;F;-2696369;-2695847;-1
AB000P15T5;hypothetical protein;F;-2697186;-2696436;1
AB000P15T5;alpha/beta hydrolase;F;-2686621;-2685700;-1
AB000P15T5;hypothetical protein;F;-2685566;-2685344;1
AB000P15T5;DEAD/DEAH box helicase;F;-2685127;-2683237;-1
AB000P15T5;hypothetical protein;F;-2682889;-2682160;1
AB000P15T5;hypothetical protein;F;-2682047;-2681783;-1
AB000P15T5;DUF3107 domain-containing protein;F;-2681523;-2681295;-1
AB000P15T5;TetR/AcrR family transcriptional regulator;F;-2681123;-2680493;-1
AB000P15T5;hypothetical protein;F;-2680286;-2680061;-1
AB000P15T5;alpha/beta hydrolase;F;-2679776;-2678798;1
AB000P15T5;DUF3152 domain-containing protein;F;-2678487;-2677119;1
AB000P15T5;ABC transporter substrate-binding protein;F;-2676729;-2675007;1
AB0009IJ1G;p: ABC transporter substrate-binding protein;T;-2727579;-2726829;1
AB0009IJ1G;.;F;-2727204.0;-2727204.0;1
AB0009IJ1G;HAMP domain-containing histidine kinase;F;-2729084;-2727740;-1
AB0009IJ1G;FadR family transcriptional regulator;F;-2729757;-2729094;1
AB0009IJ1G;MFS transporter;F;-2731058;-2729897;-1
AB0009IJ1G;TDT family transporter;F;-2732271;-2731110;-1
AB0009IJ1G;LysR family transcriptional regulator;F;-2733241;-2732293;1
AB0009IJ1G;3-deoxy-7-phosphoheptulonate synthase;F;-2734569;-2733510;-1
AB0009IJ1G;hypothetical protein;F;-2735375;-2734565;1
AB0009IJ1G;PPE family protein;F;-2737090;-2735494;1
AB0009IJ1G;biliverdin-producing heme oxygenase;F;-2737981;-2737327;1
AB0009IJ1G;PPOX class F420-dependent oxidoreductase;F;-2726801;-2726375;1
AB0009IJ1G;hypothetical protein;F;-2726330;-2725796;1
AB0009IJ1G;GNAT family N-acetyltransferase;F;-2725797;-2725266;1
AB0009IJ1G;cell division protein ZapE;F;-2725270;-2724232;-1
AB0009IJ1G;pyrimidine reductase family protein;F;-2724198;-2723427;1
AB0009IJ1G;alpha/beta hydrolase;F;-2723399;-2721830;1
AB0009IJ1G;DUF2029 domain-containing protein;F;-2721809;-2720504;1
AB0009IJ1G;class I SAM-dependent methyltransferase;F;-2720513;-2719940;-1
AB0009IJ1G;helix-turn-helix domain-containing protein;F;-2719850;-2719103;1
AB0009IJ1G;sterol desaturase family protein;F;-2719051;-2718112;1
AB0009IJ1G;msrB;F;-2718116;-2717699;1
AB0009IJ1G;methyltransferase domain-containing protein;F;-2717689;-2716981;-1
AB0009IJ1G;chlorite dismutase family protein;F;-2716888;-2716192;-1
AB0003QFSN;p: chlorite dismutase family protein;T;281251;283756;1
AB0003QFSN;.;F;282503.5;282503.5;1
AB0003QFSN;hypothetical protein;F;284128;284266;1
AB0003QFSN;DNA-directed RNA polymerase subunit beta;F;284516;288101;1
AB0003QFSN;rpoC;F;288136;291811;1
AB0003QFSN;rihC;F;291880;292792;-1
AB0003QFSN;prepilin peptidase;F;292822;293616;-1
AB0003QFSN;CtsR family transcriptional regulator;F;280757;281225;1
AB0003QFSN;tRNA-Pro;F;280283;280357;1
AB0003QFSN;tRNA-Pro;F;280062;280136;1
AB0003QFSN;tRNA-Arg;F;279954;280028;1
AB0003QFSN;tRNA-Leu;F;279844;279930;1
AB0003QFSN;tRNA-Gly;F;279749;279821;1
AB0003QFSN;tRNA-Thr;F;279669;279745;1
AB0003QFSN;tRNA-Leu;F;279571;279656;1
AB0003QFSN;tRNA-Lys;F;279487;279560;1
AB0003QFSN;tRNA-Val;F;279409;279482;1
AB0003QFSN;rrf;F;279283;279401;1
AB0003QFSN;23S ribosomal RNA;F;276294;279208;1
AB0003QFSN;tRNA-Ala;F;276054;276127;1
AB0003QFSN;tRNA-Ile;F;275951;276025;1
AB0003QFSN;16S ribosomal RNA;F;274295;275858;1
AB0003QFSN;histidine phosphatase family protein;F;273249;273873;1
AB0003QFSN;serS;F;271913;273188;1
AB0003QFSN;amino acid permease;F;269834;271280;1
AB000ZF6Z5;p: amino acid permease;T;-8455487;-8452961;1
AB000ZF6Z5;.;F;-8454224.0;-8454224.0;1
AB000ZF6Z5;WbqC family protein;F;-8456265;-8455629;1
AB000ZF6Z5;lysophospholipid acyltransferase family protein;F;-8457292;-8456434;-1
AB000ZF6Z5;threonylcarbamoyl-AMP synthase;F;-8457956;-8457329;1
AB000ZF6Z5;mltG;F;-8459252;-8458214;-1
AB000ZF6Z5;acyl-CoA thioesterase;F;-8459724;-8459316;-1
AB000ZF6Z5;YihY/virulence factor BrkB family protein;F;-8460693;-8459730;-1
AB000ZF6Z5;tRNA-Ser;F;-8460883;-8460798;-1
AB000ZF6Z5;transposase;F;-8461333;-8461225;-1
AB000ZF6Z5;transposase;F;-8461606;-8461405;-1
AB000ZF6Z5;transposase;F;-8461960;-8461645;-1
AB000ZF6Z5;6-bladed beta-propeller;F;-8463649;-8462584;1
AB000ZF6Z5;RagB/SusD family nutrient uptake outer membrane protein;F;-8465583;-8463846;1
AB000ZF6Z5;acyl carrier protein;F;-8452866;-8452608;-1
AB000ZF6Z5;hypothetical protein;F;-8452316;-8451848;-1
AB000ZF6Z5;hypothetical protein;F;-8451496;-8451319;1
AB000ZF6Z5;cytochrome c oxidase subunit 2A;F;-8451356;-8451278;-1
AB000ZF6Z5;ChbG/HpnK family deacetylase;F;-8451148;-8450059;1
AB000ZF6Z5;N-acetyltransferase;F;-8450036;-8449745;1
AB000ZF6Z5;gliding motility-associated C-terminal domain-containing protein;F;-8449729;-8446756;-1
AB000ZF6Z5;DUF4412 domain-containing protein;F;-8446452;-8445750;1
AB000ZF6Z5;adenylate/guanylate cyclase domain-containing protein;F;-8445638;-8444513;1
AB000ZF6Z5;SRPBCC family protein;F;-8444501;-8444006;-1
AB000ZF6Z5;class I SAM-dependent rRNA methyltransferase;F;-8443691;-8442509;1
AB0009EPES;p: class I SAM-dependent rRNA methyltransferase;T;5101210;5101747;1
AB0009EPES;.;F;5101478.5;5101478.5;1
AB0009EPES;MgtC/SapB family protein;F;5101790;5102549;-1
AB0009EPES;trmD;F;5102599;5103376;1
AB0009EPES;rplS;F;5103774;5104131;1
AB0009EPES;lepB;F;5105447;5106433;1
AB0009EPES;ribonuclease HII;F;5106525;5107296;1
AB0009EPES;DUF2469 domain-containing protein;F;5107292;5107616;1
AB0009EPES;YraN family protein;F;5107750;5108113;1
AB0009EPES;YifB family Mg chelatase-like AAA ATPase;F;5108112;5109627;1
AB0009EPES;DNA-processing protein DprA;F;5109671;5110804;1
AB0009EPES;tyrosine-type recombinase/integrase;F;5110835;5111939;1
AB0009EPES;hypothetical protein;F;5100981;5101197;1
AB0009EPES;rimM;F;5100335;5100887;1
AB0009EPES;RNA-binding protein;F;5100099;5100339;1
AB0009EPES;rpsP;F;5099599;5100103;1
AB0009EPES;CPBP family intramembrane metalloprotease;F;5098738;5099452;1
AB0009EPES;amidohydrolase family protein;F;5097356;5098475;1
AB0009EPES;ffh;F;5095772;5097341;1
AB0009EPES;AAA family ATPase;F;5095078;5095762;1
AB0009EPES;P-II family nitrogen regulator;F;5094522;5094861;1
AB0009EPES;ammonium transporter;F;5093281;5094526;1
AB0009EPES;[protein-PII] uridylyltransferase;F;5090734;5093134;1
AB0012Y4UH;p: [protein-PII] uridylyltransferase;T;5037825;5038593;1
AB0012Y4UH;.;F;5038209.0;5038209.0;1
AB0012Y4UH;bifunctional 3'-5' exonuclease/DNA polymerase;F;5038627;5040334;1
AB0012Y4UH;glycosyltransferase family 2 protein;F;5040768;5041662;-1
AB0012Y4UH;DUF3052 domain-containing protein;F;5041842;5042301;-1
AB0012Y4UH;Tat pathway signal sequence domain protein;F;5042561;5043986;-1
AB0012Y4UH;hypothetical protein;F;5044197;5044539;-1
AB0012Y4UH;hypothetical protein;F;5044927;5045131;-1
AB0012Y4UH;tRNA-Thr;F;5045694;5045771;-1
AB0012Y4UH;alpha/beta fold hydrolase;F;5045877;5047542;-1
AB0012Y4UH;DNA polymerase III subunit delta';F;5047694;5048900;-1
AB0012Y4UH;DUF2786 domain-containing protein;F;5036609;5037761;-1
AB0012Y4UH;DUF4232 domain-containing protein;F;5036023;5036545;1
AB0012Y4UH;hypothetical protein;F;5035488;5035962;1
AB0012Y4UH;rpsN;F;5035024;5035330;1
AB0012Y4UH;rpmB;F;5034788;5035025;1
AB0012Y4UH;rpmG;F;5034562;5034727;-1
AB0012Y4UH;type B 50S ribosomal protein L31;F;5034305;5034554;-1
AB0012Y4UH;GTP-binding protein;F;5033107;5034301;-1
AB0012Y4UH;30S ribosomal protein S18;F;5032871;5033102;-1
AB0012Y4UH;VOC family protein;F;5032453;5032825;-1
AB0012Y4UH;helix-turn-helix transcriptional regulator;F;5032084;5032438;-1
AB0012Y4UH;SRPBCC domain-containing protein;F;5031602;5032088;-1
AB0012Y4UH;DUF397 domain-containing protein;F;5031179;5031470;-1
AB0012Y4UH;ATP-binding protein;F;5030570;5031095;1
AB0012Y4UH;helix-turn-helix domain-containing protein;F;5029412;5030237;-1
AB0012Y4UH;aldehyde dehydrogenase family protein;F;5027860;5029321;-1
AB000VX28Y;p: aldehyde dehydrogenase family protein;T;4452403;4453171;1
AB000VX28Y;.;F;4452787.0;4452787.0;1
AB000VX28Y;bifunctional 3'-5' exonuclease/DNA polymerase;F;4453205;4454912;1
AB000VX28Y;glycosyltransferase family 2 protein;F;4455346;4456240;-1
AB000VX28Y;DUF3052 domain-containing protein;F;4456420;4456789;-1
AB000VX28Y;Tat pathway signal sequence domain protein;F;4457157;4458597;-1
AB000VX28Y;hypothetical protein;F;4459025;4459325;1
AB000VX28Y;hypothetical protein;F;4459332;4459578;1
AB000VX28Y;hypothetical protein;F;4459827;4460232;1
AB000VX28Y;hypothetical protein;F;4460216;4460684;1
AB000VX28Y;hypothetical protein;F;4461277;4461481;-1
AB000VX28Y;tRNA-Thr;F;4462044;4462121;-1
AB000VX28Y;alpha/beta fold hydrolase;F;4462227;4463778;-1
AB000VX28Y;DUF2786 domain-containing protein;F;4451186;4452338;-1
AB000VX28Y;DUF4232 domain-containing protein;F;4450639;4451161;1
AB000VX28Y;hypothetical protein;F;4450104;4450578;1
AB000VX28Y;rpsN;F;4449640;4449946;1
AB000VX28Y;rpmB;F;4449404;4449641;1
AB000VX28Y;rpmG;F;4449178;4449343;-1
AB000VX28Y;type B 50S ribosomal protein L31;F;4448921;4449170;-1
AB000VX28Y;cobalamin biosynthesis protein CobW;F;4447723;4448917;-1
AB000VX28Y;30S ribosomal protein S18;F;4447487;4447718;-1
AB000VX28Y;glyoxalase;F;4447030;4447402;-1
AB000VX28Y;metalloregulator ArsR/SmtB family transcription factor;F;4446661;4447015;-1
AB000VX28Y;SRPBCC domain-containing protein;F;4446179;4446665;-1
AB000VX28Y;DUF397 domain-containing protein;F;4445768;4446047;-1
AB000VX28Y;ATP-binding protein;F;4445159;4445684;1
AB000VX28Y;helix-turn-helix domain-containing protein;F;4444001;4444826;-1
AB000VX28Y;aldehyde dehydrogenase family protein;F;4442449;4443910;-1
AB000T2KGK;p: aldehyde dehydrogenase family protein;T;186186;188670;1
AB000T2KGK;.;F;187428.0;187428.0;1
AB000T2KGK;U32 family peptidase;F;188815;189742;1
AB000T2KGK;U32 family peptidase;F;189746;190988;1
AB000T2KGK;gor;F;191122;192466;1
AB000T2KGK;cytochrome ubiquinol oxidase subunit I;F;192547;193954;1
AB000T2KGK;cydB;F;193955;194984;1
AB000T2KGK;cydD;F;195007;196747;1
AB000T2KGK;cydC;F;196739;198521;1
AB000T2KGK;CPBP family intramembrane metalloprotease;F;198650;199304;-1
AB000T2KGK;CtsR family transcriptional regulator;F;185710;186181;1
AB000T2KGK;(deoxy)nucleoside triphosphate pyrophosphohydrolase;F;185117;185510;-1
AB000T2KGK;DUF3427 domain-containing protein;F;182251;185098;-1
AB000T2KGK;GntR family transcriptional regulator;F;181454;182162;1
AB000T2KGK;PTS transporter subunit EIIC;F;179925;181305;-1
AB000T2KGK;6-phospho-beta-glucosidase;F;178449;179895;-1
AB000T2KGK;hypothetical protein;F;177759;178227;-1
AB000T2KGK;YitT family protein;F;176695;177257;-1
AB000T2KGK;hypothetical protein;F;175319;176565;1
AB0011K9KP;p: hypothetical protein;T;-5648487;-5647740;1
AB0011K9KP;.;F;-5648113.5;-5648113.5;1
AB0011K9KP;DUF2786 domain-containing protein;F;-5649772;-5648578;-1
AB0011K9KP;DUF4232 domain-containing protein;F;-5650375;-5649838;1
AB0011K9KP;hypothetical protein;F;-5651084;-5650556;1
AB0011K9KP;rpsN;F;-5651516;-5651210;1
AB0011K9KP;rpmB;F;-5651752;-5651515;1
AB0011K9KP;rpmG;F;-5651991;-5651826;-1
AB0011K9KP;type B 50S ribosomal protein L31;F;-5652264;-5652000;-1
AB0011K9KP;GTP-binding protein;F;-5653409;-5652260;-1
AB0011K9KP;30S ribosomal protein S18;F;-5653703;-5653412;-1
AB0011K9KP;DUF397 domain-containing protein;F;-5655566;-5655347;-1
AB0011K9KP;ATP-binding protein;F;-5656219;-5655712;1
AB0011K9KP;helix-turn-helix domain-containing protein;F;-5657397;-5656572;-1
AB0011K9KP;aldehyde dehydrogenase family protein;F;-5658978;-5657517;-1
AB0011K9KP;bifunctional 3'-5' exonuclease/DNA polymerase;F;-5647659;-5645910;1
AB0011K9KP;AAA family ATPase;F;-5645845;-5644549;-1
AB0011K9KP;winged helix-turn-helix domain-containing protein;F;-5644366;-5643334;-1
AB0011K9KP;glycosyltransferase;F;-5642823;-5641929;-1
AB0011K9KP;DUF3052 domain-containing protein;F;-5641623;-5641200;-1
AB0011K9KP;D-2-hydroxyacid dehydrogenase family protein;F;-5641135;-5640169;1
AB0011K9KP;ATP-binding protein;F;-5640165;-5639745;-1
AB0011K9KP;helix-turn-helix transcriptional regulator;F;-5639548;-5638696;1
AB0011K9KP;DUF397 domain-containing protein;F;-5638688;-5638496;1
AB0011K9KP;CHAT domain-containing protein;F;-5638458;-5635497;-1
AB0007XGYW;p: CHAT domain-containing protein;T;-7398511;-7397773;1
AB0007XGYW;.;F;-7398142.0;-7398142.0;1
AB0007XGYW;hypothetical protein;F;-7399568;-7398635;1
AB0007XGYW;glycoside hydrolase family 13 protein;F;-7401677;-7399994;1
AB0007XGYW;PadR family transcriptional regulator;F;-7402834;-7402327;-1
AB0007XGYW;M55 family metallopeptidase;F;-7403987;-7403153;-1
AB0007XGYW;M20/M25/M40 family metallo-hydrolase;F;-7405356;-7403979;-1
AB0007XGYW;peptidase S15;F;-7407673;-7405882;-1
AB0007XGYW;ferredoxin;F;-7408011;-7407816;1
AB0007XGYW;cytochrome P450;F;-7409247;-7408059;1
AB0007XGYW;MFS transporter;F;-7397691;-7395215;-1
AB0007XGYW;SRPBCC family protein;F;-7394964;-7394520;-1
AB0007XGYW;radical SAM protein;F;-7394347;-7393327;1
AB0007XGYW;MerR family transcriptional regulator;F;-7393290;-7392921;-1
AB0007XGYW;SDR family oxidoreductase;F;-7392839;-7392002;-1
AB0007XGYW;GNAT family N-acetyltransferase;F;-7391776;-7391211;1
AB0007XGYW;PBS lyase;F;-7391188;-7390552;-1
AB0007XGYW;3-hydroxyacyl-CoA dehydrogenase family protein;F;-7390037;-7388270;1
AB0007XGYW;TetR family transcriptional regulator;F;-7388125;-7387321;1
AB000THC3D;p: TetR family transcriptional regulator;T;6677814;6678549;1
AB000THC3D;.;F;6678181.5;6678181.5;1
AB000THC3D;hypothetical protein;F;6678643;6679192;-1
AB000THC3D;DUF4328 domain-containing protein;F;6679251;6679890;-1
AB000THC3D;family 20 glycosylhydrolase;F;6680061;6681693;-1
AB000THC3D;2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase;F;6681876;6682425;1
AB000THC3D;sdhC;F;6682617;6682998;1
AB000THC3D;succinate dehydrogenase hydrophobic membrane anchor subunit;F;6683006;6683480;1
AB000THC3D;succinate dehydrogenase flavoprotein subunit;F;6683505;6685260;1
AB000THC3D;succinate dehydrogenase iron-sulfur subunit;F;6685259;6686018;1
AB000THC3D;hypothetical protein;F;6686099;6686612;1
AB000THC3D;serine hydrolase;F;6686687;6687758;1
AB000THC3D;MarR family transcriptional regulator;F;6687773;6688340;-1
AB000THC3D;MFS transporter;F;6688426;6689680;1
AB000THC3D;hypothetical protein;F;6677148;6677544;-1
AB000THC3D;sigma-70 family RNA polymerase sigma factor;F;6676453;6677032;-1
AB000THC3D;hypothetical protein;F;6675767;6676457;-1
AB000THC3D;hypothetical protein;F;6674454;6675594;-1
AB000THC3D;NfeD family protein;F;6673876;6674314;-1
AB000THC3D;SPFH/Band 7/PHB domain protein;F;6672736;6673846;-1
AB000THC3D;RNA polymerase sigma factor;F;6671691;6672357;-1
AB000THC3D;hypothetical protein;F;6670558;6671692;-1
AB000THC3D;murein L,D-transpeptidase;F;6669496;6670354;1
AB000THC3D;methylmalonyl-CoA mutase;F;6667708;6669289;-1
AB000ULYOO;p: methylmalonyl-CoA mutase;T;-1637979;-1635483;1
AB000ULYOO;.;F;-1636731.0;-1636731.0;1
AB000ULYOO;CtsR family transcriptional regulator;F;-1638468;-1638009;1
AB000ULYOO;YSIRK-type signal peptide-containing protein;F;-1645529;-1638731;1
AB000ULYOO;G5 domain-containing protein;F;-1650068;-1645883;1
AB000ULYOO;hypothetical protein;F;-1635431;-1635107;1
AB000ULYOO;helix-turn-helix domain-containing protein;F;-1634985;-1634127;-1
AB000ULYOO;nucleoside deaminase;F;-1634033;-1633556;1
AB000ULYOO;rsxC;F;-1633261;-1631932;1
AB000ULYOO;RnfABCDGE type electron transport complex subunit D;F;-1631936;-1630850;1
AB000ULYOO;ltrA;F;-1630286;-1628999;1
AB000ULYOO;branched-chain amino acid aminotransferase;F;-1628793;-1627755;1
AB000ULYOO;Ohr family peroxiredoxin;F;-1627497;-1627065;1
AB000ULYOO;hypothetical protein;F;-1626911;-1626260;1
AB000ULYOO;thymidine kinase;F;-1626176;-1625579;1
AB000ULYOO;prfA;F;-1625569;-1624489;1
AB001088B8;p: peptide chain release factor 1;T;1255854;1258329;1
AB001088B8;.;F;1257091.5;1257091.5;1
AB001088B8;U32 family peptidase;F;1258443;1259364;1
AB001088B8;U32 family peptidase;F;1259378;1260617;1
AB001088B8;gor;F;1260628;1261975;1
AB001088B8;cytochrome ubiquinol oxidase subunit I;F;1262091;1263501;1
AB001088B8;cydB;F;1263502;1264519;1
AB001088B8;cydD;F;1264540;1266265;1
AB001088B8;cydC;F;1266266;1268021;1
AB001088B8;CtsR family transcriptional regulator;F;1255381;1255849;1
AB001088B8;tRNA-Leu;F;1255150;1255236;1
AB001088B8;tRNA-Gly;F;1255064;1255136;1
AB001088B8;tRNA-Thr;F;1254981;1255054;1
AB001088B8;tRNA-Lys;F;1254889;1254962;1
AB001088B8;tRNA-Val;F;1254803;1254876;1
AB001088B8;rrf;F;1254667;1254783;1
AB001088B8;23S ribosomal RNA;F;1251660;1254582;1
AB001088B8;16S ribosomal RNA;F;1249876;1251445;1
AB001088B8;tRNA-Pro;F;1249559;1249633;1
AB001088B8;tRNA-Arg;F;1249470;1249544;1
AB001088B8;tRNA-Leu;F;1249364;1249450;1
AB001088B8;tRNA-Gly;F;1249278;1249350;1
AB001088B8;tRNA-Thr;F;1249195;1249268;1
AB001088B8;tRNA-Lys;F;1249103;1249176;1
AB001088B8;tRNA-Val;F;1249017;1249090;1
AB001088B8;rrf;F;1248881;1248997;1
AB001088B8;23S ribosomal RNA;F;1245874;1248796;1
AB0002BOB6;p: 23S ribosomal RNA;T;655792;658237;1
AB0002BOB6;.;F;657014.5;657014.5;1
AB0002BOB6;smc;F;658187;661685;-1
AB0002BOB6;hypothetical protein;F;661721;662162;1
AB0002BOB6;hslU;F;662158;663505;1
AB0002BOB6;hypothetical protein;F;663504;663969;1
AB0002BOB6;uroporphyrinogen-III synthase;F;663970;664666;1
AB0002BOB6;lpxC;F;664688;665489;1
AB0002BOB6;4Fe-4S dicluster domain-containing protein;F;665519;666050;1
AB0002BOB6;S1 RNA-binding domain-containing protein;F;666042;667614;1
AB0002BOB6;HU family DNA-binding protein;F;667616;667904;1
AB0002BOB6;tRNA-Pro;F;667904;667977;1
AB0002BOB6;hypothetical protein;F;667997;668636;1
AB0002BOB6;ribonucleoside-diphosphate reductase subunit alpha;F;653312;655613;-1
AB0002BOB6;ribonucleotide-diphosphate reductase subunit beta;F;652270;653299;-1
AB0002BOB6;aspartate 1-decarboxylase;F;651831;652248;-1
AB0002BOB6;hypothetical protein;F;651268;651874;-1
AB0002BOB6;aconitate hydratase;F;649251;651228;-1
AB0002BOB6;mdh;F;648250;649255;-1
AB0002BOB6;fumarate hydratase;F;647424;648270;-1
AB0002BOB6;diguanylate cyclase;F;646121;647330;-1
AB0002BOB6;hypothetical protein;F;645601;646129;-1
AB0002BOB6;p: hypothetical protein;T;655792;658237;1
AB0002BOB6;.;F;657014.5;657014.5;1
AB0002BOB6;smc;F;658187;661685;-1
AB0002BOB6;hypothetical protein;F;661721;662162;1
AB0002BOB6;hslU;F;662158;663505;1
AB0002BOB6;hypothetical protein;F;663504;663969;1
AB0002BOB6;uroporphyrinogen-III synthase;F;663970;664666;1
AB0002BOB6;lpxC;F;664688;665489;1
AB0002BOB6;4Fe-4S dicluster domain-containing protein;F;665519;666050;1
AB0002BOB6;S1 RNA-binding domain-containing protein;F;666042;667614;1
AB0002BOB6;HU family DNA-binding protein;F;667616;667904;1
AB0002BOB6;tRNA-Pro;F;667904;667977;1
AB0002BOB6;hypothetical protein;F;667997;668636;1
AB0002BOB6;ribonucleoside-diphosphate reductase subunit alpha;F;653312;655613;-1
AB0002BOB6;ribonucleotide-diphosphate reductase subunit beta;F;652270;653299;-1
AB0002BOB6;aspartate 1-decarboxylase;F;651831;652248;-1
AB0002BOB6;hypothetical protein;F;651268;651874;-1
AB0002BOB6;aconitate hydratase;F;649251;651228;-1
AB0002BOB6;mdh;F;648250;649255;-1
AB0002BOB6;fumarate hydratase;F;647424;648270;-1
AB0002BOB6;diguanylate cyclase;F;646121;647330;-1
AB0002BOB6;hypothetical protein;F;645601;646129;-1
AB0010OMHU;p: hypothetical protein;T;-3728226;-3727428;1
AB0010OMHU;.;F;-3727827.0;-3727827.0;1
AB0010OMHU;sigma-70 family RNA polymerase sigma factor;F;-3729521;-3728291;1
AB0010OMHU;hypothetical protein;F;-3729866;-3729521;1
AB0010OMHU;hypothetical protein;F;-3730580;-3729989;1
AB0010OMHU;helix-turn-helix domain-containing protein;F;-3731445;-3730713;-1
AB0010OMHU;hypothetical protein;F;-3731884;-3731686;1
AB0010OMHU;N-acetyl-gamma-glutamyl-phosphate reductase;F;-3733021;-3731962;-1
AB0010OMHU;argJ;F;-3734235;-3733017;-1
AB0010OMHU;argB;F;-3735158;-3734231;-1
AB0010OMHU;acetylornithine transaminase;F;-3736363;-3735154;-1
AB0010OMHU;argF;F;-3737301;-3736359;-1
AB0010OMHU;arginine repressor;F;-3737801;-3737297;-1
AB0010OMHU;FAD-dependent oxidoreductase;F;-3738848;-3737915;-1
AB0010OMHU;carboxymuconolactone decarboxylase family protein;F;-3727415;-3726929;-1
AB0010OMHU;RNA polymerase sigma-70 factor;F;-3726759;-3725871;1
AB0010OMHU;MarR family transcriptional regulator;F;-3725823;-3725379;-1
AB0010OMHU;MFS transporter;F;-3725304;-3723750;1
AB0010OMHU;TetR family transcriptional regulator;F;-3723691;-3723103;-1
AB0010OMHU;DUF2867 domain-containing protein;F;-3723002;-3722393;1
AB0010OMHU;hypothetical protein;F;-3722397;-3722016;1
AB0010OMHU;ATP-grasp domain-containing protein;F;-3721550;-3716072;1
AB0017T40I;p: ATP-grasp domain-containing protein;T;-5975455;-5972914;1
AB0017T40I;.;F;-5974184.5;-5974184.5;1
AB0017T40I;ettA;F;-5977321;-5975641;-1
AB0017T40I;TIM barrel protein;F;-5978338;-5977417;1
AB0017T40I;hypothetical protein;F;-5979395;-5978894;1
AB0017T40I;hypothetical protein;F;-5980544;-5980244;1
AB0017T40I;RHS repeat-associated core domain-containing protein;F;-5984056;-5980540;1
AB0017T40I;hypothetical protein;F;-5987301;-5984067;1
AB0017T40I;SUMF1/EgtB/PvdO family nonheme iron enzyme;F;-5972704;-5971738;1
AB0017T40I;Gfo/Idh/MocA family oxidoreductase;F;-5971697;-5970371;1
AB0017T40I;FAD:protein FMN transferase;F;-5970344;-5969351;1
AB0017T40I;PA0069 family radical SAM protein;F;-5969377;-5968303;-1
AB0017T40I;carboxypeptidase-like regulatory domain-containing protein;F;-5968256;-5967008;-1
AB0017T40I;AraC family transcriptional regulator;F;-5966859;-5966043;1
AB0017T40I;response regulator transcription factor;F;-5965982;-5965265;1
AB0017T40I;hypothetical protein;F;-5965264;-5963149;1
AB0017T40I;hypothetical protein;F;-5963046;-5962437;1
AB000WS9SC;p: hypothetical protein;T;3940958;3941720;1
AB000WS9SC;.;F;3941339.0;3941339.0;1
AB000WS9SC;bifunctional 3'-5' exonuclease/DNA polymerase;F;3942065;3943757;1
AB000WS9SC;purU;F;3943874;3944729;1
AB000WS9SC;glycosyltransferase;F;3944845;3945883;1
AB000WS9SC;glucose-1-phosphate thymidylyltransferase;F;3945953;3947021;1
AB000WS9SC;rfbB;F;3947017;3947992;1
AB000WS9SC;MbtH family NRPS accessory protein;F;3948173;3948392;1
AB000WS9SC;hypothetical protein;F;3948636;3950430;1
AB000WS9SC;4'-phosphopantetheinyl transferase superfamily protein;F;3950457;3951246;-1
AB000WS9SC;hypothetical protein;F;3951292;3952219;-1
AB000WS9SC;DUF2786 domain-containing protein;F;3939688;3940852;-1
AB000WS9SC;hypothetical protein;F;3939125;3939644;1
AB000WS9SC;rpsN;F;3938643;3938949;1
AB000WS9SC;rpmB;F;3938407;3938644;1
AB000WS9SC;rpmG;F;3938171;3938336;-1
AB000WS9SC;type B 50S ribosomal protein L31;F;3937910;3938165;-1
AB000WS9SC;cobalamin biosynthesis protein CobW;F;3936705;3937914;-1
AB000WS9SC;rpsR;F;3936461;3936701;-1
AB000WS9SC;DUF397 domain-containing protein;F;3935905;3936157;-1
